2	3	4
m98	HENRY	More or less.  Son I'm sorry. They got us.
m98	INDY	Dad are we hit?!
m98	HENRY	What happens at eleven o'clock?
m98	INDY	Dad -- eleven o'clock!!
m98	INDY	Fly... yes. Land... no.
m98	HENRY	I didn't know you could fly a plane.
m98	HENRY	I don't know. We'll find out.
m98	INDY	What does that mean?
m98	HENRY	"Then what are you complaining about?  Look we have work to do. When we get to Alexandretta we will face three challenges.  """"First the breath of God. Only the penitent man will pass. Second the Word of God only in the footsteps of God will he proceed. Third the Path of God only in the leap from the lion's head will he prove his worth."""""
m98	INDY	Well... I can't think of anything.
m98	HENRY	Very well. I'm here now.
m98	INDY	Dad how can you?
m98	HENRY	You left just when you were becoming interesting.
m98	INDY	What you taught me was that I was less important to you than people who had been dead for five hundred years in another country. And I learned it so well that we've hardly spoken for twenty years.
m98	HENRY	Did I ever tell you to eat up? Go to bed? Wash your ears? Do your homework? No. I respected your privacy and I taught you self-reliance.
m98	INDY	When?
m98	HENRY	Actually I was a wonderful father.
m98	INDY	A regret. It was just the two of us Dad. It was a lonely way to grow up. For you too. If you had been an ordinary average father like the other guys' dads you'd have understood that.
m98	HENRY	And do I detect a rebuke?
m98	INDY	We didn't talk. We never talked.
m98	HENRY	Hmmm... What did we talk about?
m98	INDY	Do you remember the last time we had a quiet drink? I had a milk shake.
m98	HENRY	Ships that pass in the night...
m98	INDY	I was the next man.
m98	HENRY	Well I'm as human as the next man.
m98	INDY	That's not all we shared. It's disgraceful. You're old enough to be her fa... er her grandfather!
m98	HENRY	You know sharing your adventures is an interesting experience.
m98	INDY	Relax.
m98	HENRY	When we're airborne with Germany behind us then I'll share that sentiment.
m98	HENRY	Good.
m98	INDY	I don't know. The first available flight out of Germany.
m98	HENRY	What did you get?
m98	HENRY	Oh yes she did. Only too well. Unfortunately she kept her illness from me until all I could do was mourn her.
m98	INDY	This is an obsession Dad. I never understood it. Never. Neither did Mom.
m98	HENRY	That's for blasphemy. The quest for the Grail is not archaeology. It's a race against evil. If it is captured by the Nazis the armies of darkness will march all over the face of the earth. Do you understand me?
m98	INDY	Two selfless martyrs. Jesus Christ!
m98	HENRY	Marcus would agree with me.
m98	INDY	What about Marcus?
m98	HENRY	Yes! The only thing that matters is the Grail.
m98	INDY	Half the German Army's on our tail and you want me to go to Berlin? Into the lion's den?
m98	HENRY	I wrote them down in my Diary so that I wouldn't have to remember.
m98	INDY	But what are they? Can't you remember?
m98	HENRY	Oh yes. But I found the clues that will safely take us through in the Chronicles of St. Anselm.
m98	INDY	Booby traps?
m98	HENRY	Three devices of such lethal cunning.
m98	INDY	What final challenge?
m98	HENRY	Well he who finds the Grail must face the final challenge.
m98	INDY	All right Dad -- tell me.
m98	HENRY	There is more in the Diary than just the map.
m98	INDY	You don't need the Diary Dad. Marcus has the map.
m98	HENRY	My Diary's in Berlin.
m98	INDY	Brody's this way.
m98	HENRY	You're going the wrong Way! We have to get to Berlin!
m98	HENRY	Stop! Stop!
m98	INDY	What?
m98	HENRY	Stop!
m98	HENRY	What about the boat? We're not going on the boat?
m98	INDY	Come on Dad. Come on!
m98	HENRY	...the solution presents itself.
m98	INDY	Dad!
m98	INDY	I'm out Dad!
m98	HENRY	This is intolerable!
m98	HENRY	Oh.
m98	INDY	Head for the fireplace!
m98	HENRY	What?
m98	INDY	Dad!
m98	HENRY	What?
m98	INDY	Dad!
m98	HENRY	What?
m98	INDY	Dad!
m98	INDY	All right move! Move! Rock your Chair. Do what I do.
m98	HENRY	And the chair.
m98	INDY	What???
m98	HENRY	The floor's on fire! See?!
m98	INDY	Don't get sentimental now Dad -- save it 'til we get out of here.
m98	HENRY	I ought to tell you something.
m98	INDY	Try and burn through the ropes.
m98	HENRY	Feels like a cigarette lighter.
m98	INDY	My lucky charm.
m98	HENRY	What am I looking for?
m98	INDY	Are you kidding? -- I made that up! You know Marcus -- he got lost once in his own museum!
m98	HENRY	You said he had two days' start. That he would blend in. Disappear!
m98	INDY	Let's try and get these ropes loose. We've got to get to Marcus before the Nazis do!
m98	HENRY	So did I.
m98	INDY	Ooooh... I like the Austrian way better.
m98	HENRY	She talks in her sleep.
m98	INDY	How did you she was a Nazi?
m98	HENRY	Umh?
m98	INDY	She ransacked her own room and I fell for it. How did you know she was a Nazi?
m98	HENRY	Don't worry. He won't.
m98	INDY	No! Don't Shoot!
m98	HENRY	Oh yeah? And who's gonna come to save you Junior??
m98	INDY	I came here to save you.
m98	HENRY	Take it easy?! Why do you think I sent it home in the first place?  So it wouldn't fall into their hands!!
m98	INDY	Will you take it easy!
m98	HENRY	I should have mailed it to the Marx Brothers.
m98	INDY	Look can we discuss this later?
m98	HENRY	You did!!
m98	INDY	Well uh...
m98	HENRY	You didn't did you?  You didn't bring it did you?
m98	INDY	Yeah?
m98	HENRY	They want my diary.
m98	INDY	Yeah big ones. What do the Nazis want with you Dad?
m98	HENRY	Rats?
m98	INDY	There were rats Dad.
m98	HENRY	If only I could have been with you.
m98	INDY	No Dad. You did. Forty years.
m98	HENRY	...you did it.
m98	HENRY	Alexandretta... of course... on the pilgrim trail from the Eastern Empire. Oh Junior...
m98	INDY	Alexandretta.  It's a great moment in Henry's life. He turns aside lost to himself for a moment then turns to Indy with joy.
m98	HENRY	And his shield... the inscription on Sir Richard's shield...?
m98	INDY	Well what was left of him.
m98	HENRY	He was actually there? You saw him?
m98	INDY	Found it.
m98	HENRY	I knew it. And the tomb of Sir Richard?
m98	INDY	Right.
m98	HENRY	Through the library?
m98	INDY	I got it and I used it. We found the entrance to the catacombs.
m98	HENRY	Humpf -- so I was wrong this time. But by God I wasn't wrong when I mailed you my Diary. You obviously got it.
m98	HENRY	Good point.
m98	INDY	Dad they come in through the doors.
m98	HENRY	Well I am sorry about your head though. But I thought you were one of them.
m98	INDY	No! Dad get your stuff. We've got to get out of here.
m98	HENRY	Thank God!
m98	INDY	Don't worry -- I'm fine.
m98	HENRY	I'll never forgive myself --
m98	INDY	And the head.  You hit me Dad!
m98	HENRY	Oh it breaks the heart.
m98	INDY	I came to get you! What do you think?
m98	HENRY	But what are you doing here?
m98	INDY	Don't call me that please.
m98	HENRY	It is you Junior!
m98	HENRY	Junior!
m98	INDY	No Dad. You listen to me --
m98	HENRY	Then wait -- count to twenty.
m98	INDY	It's important!
m98	HENRY	Out!
m98	INDY	Dad!
m98	KNIGHT	I was chosen because I was the bravest and the most worthy. The honor was mine until another came to challenge me to single combat. I pass it to you who vanquished me.
m98	INDY	I'm not exactly... a knight. What do you mean?
m98	KNIGHT	You're strangely dressed... for a knight.
m98	KNIGHT	A long time to wait.
m98	INDY	That was seven hundred years ago.
m98	KNIGHT	The last of three brothers who swore an oath to find the Grail and to guard it.
m98	INDY	Who are you?
m98	KNIGHT	I knew you'd come but my strength has left me.
m98	SALLAH	They have them. In the belly of that steel beast.
m98	INDY	Where's my father?
m98	SALLAH	Compensation for my brother-in-law's car. Indy your father and Brody --
m98	INDY	Sallah I said no camels! That's five camels. Can't you Count?
m98	INDY	No camels!
m98	SALLAH	But Indy --
m98	INDY	I don't need camels.
m98	SALLAH	I'll take the camels.
m98	INDY	I'm going after those horses.
m98	INDY	Come on -- come on!
m98	SALLAH	That car belonged to my brother-in- law.
m98	SALLAH	Ah they set out across the desert this afternoon. I believe they took Mister Brody with them.
m98	INDY	What happened to Marcus Sallah?
m98	SALLAH	Get that camel out of the way!
m98	KAZIM	In that case God be with you in your quest. Your father is being held in the Castle of Brunwald on the Austrian-German border.
m98	INDY	I didn't come for the Cup of Christ. I came to find my father.
m98	KAZIM	Ask yourself why do you seek the Cup of Christ? Is it for His glory or for yours?
m98	KAZIM	The secret of the Grail has been safe for a thousand years. And for all that time the Brotherhood of the Cruciform Sword has been prepared to do anything to keep it safe.
m98	INDY	And why were you trying to kill me?
m98	KAZIM	My name is Kazim.
m98	INDY	Who are you?
m98	KAZIM	If you let me go I will tell you where he is.
m98	INDY	All right! Where's my father
m98	KAZIM	No Doctor Jones. It's yours!
m98	INDY	This is your last chance.
m98	KAZIM	My soul is prepared. How's yours?
m98	INDY	Then we'll die.
m98	KAZIM	If you don't let go Doctor Jones we'll both die.
m98	INDY	Where is he? Talk -- or you're dead. Damn it tell me! Tell me!
m98	KAZIM	No.
m98	INDY	My father was looking for the Holy Grail. Did you kill him too?
m98	KAZIM	Because you're looking for the Holy Grail.
m98	INDY	Why are you trying to kill us?
m159	JACK	Mr. Gibbs organize a cleaning detail -- you and Cotton.  I want every inch of the Pearl spic-and- span and ship-shape!
m159	ANAMARIA	Aye aye sir!
m159	JACK	AnaMaria trim the mainsail!
m159	JACK	They'll be anchored on the lee side.  Haul your wind and keep to the weather of the island --
m159	ANAMARIA	How does he do that?
m159	ANAMARIA	I will.
m159	JACK	You'll get it back.  Or one better.
m159	ANAMARIA	That boat is my livelihood!
m159	JACK	Safe!  At Port Royal.  With the Royal Navy.
m159	ANAMARIA	My dory.  The Jolly Mon.  Where is it?
m159	JACK	AnaMaria!  Have you seen Gibbs?  I need to put together --
m159	ANAMARIA	You stole my boat.
m159	WILL	He didn't waste it.
m159	BARBOSSA	Hah.  Ten years you carried that pistol and you end up wasting your shot.
m159	BARBOSSA	Quite boy or you'll lose your tongue.  Those as know me know I wouldn't cross my word and bring down bad luck on the ship.  I agreed to set them free.  I didn't when ... nor where.
m159	WILL	No!  You gave your word!
m159	BARBOSSA	Eh?  You have my word then -- on the Good Book I do swear and the Lord spare my worthless soul.
m159	WILL	You must swear by the Holy Bible.
m159	WILL	And Jack.  And the crew.  Free and unharmed.  If you agree ... then ... I will remain with you.
m159	BARBOSSA	We got that part.  Anything else?
m159	WILL	Elizabeth goes free!
m159	BARBOSSA	Enough of that!  Name your terms.
m159	WILL	You can't.  I can.
m159	BARBOSSA	You've got one shot -- and we can't die.
m159	WILL	She.  Goes.  Free.
m159	BARBOSSA	What's in your head boy?
m159	JACK	Or you could surrender.
m159	BARBOSSA	So what now Jack Sparrow?  Are we to be two immortals locked in epic battle until the trumpets of Judgement Day?
m159	JACK	Remarkable how often those two traits coincide.
m159	BARBOSSA	Just so you know Jack -- I don't think you're that clever.  I think you're a fool.  A mortal fool.
m159	BARBOSSA	Aye for us there is.
m159	JACK	There's ... another exit?
m159	BARBOSSA	Men!  Are you up for it?
m159	JACK	Now you can take care of the Dauntless right?
m159	JACK	Aye.  See after you're done with the Royal Navy you'll have a bit of a problem: the H.M.S. Dauntless. There you'll be with two lovely ships on your hands and what to do?  Of course you'll decide you deserve the bigger one and who's to argue?  The Dauntless a first- rate ship-of-line and with it you can rule the seas.  But if you're Captain of the Dauntless who's left for the Black Pearl?
m159	BARBOSSA	That so?
m159	JACK	The situation has changed.
m159	BARBOSSA	I can't help wondering Jack why you're being so helpful and all? Last time you did that it didn't end well for you.
m159	JACK	Like after you've killed ... Every ... Last ... One ... of Norrington's men.
m159	BARBOSSA	What're you suggesting?
m159	JACK	You've no hope of surviving Norrington's attack ... that is if you're mortal.
m159	JACK	Because right about now the H.M.S. Dauntless is lying in wait in the harbor.
m159	BARBOSSA	Why don't I want to do this?
m159	JACK	All right then.
m159	BARBOSSA	No I really think I do.
m159	BARBOSSA	That's fair.
m159	JACK	You can go to your grave not knowing.
m159	BARBOSSA	So how did you get off that island anyway?
m159	JACK	The last time you do this you left me a pistol with one shot.
m159	BARBOSSA	You'd best take a swim Jack.
m159	JACK	Someone needs to cut these bonds then.
m159	BARBOSSA	Now Jack.  That reef is less than a league distant.  It's a square deal all around and you can't hope for better.
m159	JACK	It's pure evil to make a Captain walk the plank of his own ship twice in one lifetime.  No good can come of it.
m159	BARBOSSA	Bosun!  Set up Mr. Sparrow's quarters nice and fine ... in the brig.  Meaning no disrespect of course.
m159	JACK	I'll watch my back.
m159	BARBOSSA	That fool woman took it.  You be careful around her Jack -- she's pretty enough she'll steal your heart -- but pure evil inside.
m159	JACK	What -- you don't have the medallion?
m159	BARBOSSA	You're playing this as close to the edge as any man I'll give you that.  We might just have to sign articles you and I.  Jack you're a pirate at heart that's certain.
m159	JACK	See that's where we're different. I trust you ... to do what it takes to get what you want.
m159	BARBOSSA	Jack I don't trust you and that's a fact.  Never trust a smiling man you can lay to that.
m159	BARBOSSA	Track you down and --
m159	JACK	Let's say I tell you the wrong person.  What would you do?
m159	BARBOSSA	You're setting me up for a double cross you with the ship and me with nothing more than your word!
m159	JACK	Wait as long as you like.
m159	BARBOSSA	Blast you!  I'll throw you in prison.
m159	JACK	You left me on a desert island -- what worse can you do?
m159	BARBOSSA	I'll torture it out of you.
m159	JACK	You see I've got this honest streak in me -- in its own way a sort of curse.  Oh and there's the fact that you have no choice.
m159	BARBOSSA	I'm supposed to ... trust you?
m159	JACK	That's right.
m159	BARBOSSA	That's your offer?  You sailing away nice and pretty with the Black Pearl and all I have is a name?
m159	JACK	You give me the Pearl.  Then I tell you who you need.
m159	BARBOSSA	The Pearl?  Oh that's fine.  And just how do you expect this to work?
m159	JACK	Simple.  I have something you won't more than anything.  The way to free you from the curse of the treasure.  You have something I want -- more than anything.
m159	BARBOSSA	Allow me the humor of listening to your terms.
